34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
03:14:04.0 (954928)|USER_INFO|[EXTERNAL]|005r0000001MDcg|arjun.khatri@sfmta.com.shuttledev|Pacific Standard Time|GMT-07:00
03:14:04.0 (1065429)|EXECUTION_STARTED
03:14:04.0 (1071845)|CODE_UNIT_STARTED|[EXTERNAL]|01pr0000000AexO|VehicleSubmittedNotificationBatchTest.test_CreateBulkVehicles
03:14:04.0 (1354287)|HEAP_ALLOCATE|[72]|Bytes:3
03:14:04.0 (1409513)|HEAP_ALLOCATE|[77]|Bytes:152
03:14:04.0 (1431363)|HEAP_ALLOCATE|[342]|Bytes:408
03:14:04.0 (1454955)|HEAP_ALLOCATE|[355]|Bytes:408
03:14:04.0 (1477035)|HEAP_ALLOCATE|[467]|Bytes:48
03:14:04.0 (1513573)|HEAP_ALLOCATE|[139]|Bytes:6
03:14:04.0 (1535516)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
03:14:04.0 (1557628)|METHOD_ENTRY|[2]|01pr0000000AexO|VehicleSubmittedNotificationBatchTest.VehicleSubmittedNotificationBatchTest()
03:14:04.0 (1565826)|STATEMENT_EXECUTE|[2]
03:14:04.0 (1574389)|STATEMENT_EXECUTE|[2]
03:14:04.0 (1581629)|METHOD_EXIT|[2]|VehicleSubmittedNotificationBatchTest
03:14:04.0 (1630058)|HEAP_ALLOCATE|[50]|Bytes:5
03:14:04.0 (1661368)|HEAP_ALLOCATE|[56]|Bytes:5
03:14:04.0 (1673687)|HEAP_ALLOCATE|[64]|Bytes:7
03:14:04.0 (1731518)|STATEMENT_EXECUTE|[5]
03:14:04.0 (1733663)|STATEMENT_EXECUTE|[7]
03:14:04.0 (1770926)|HEAP_ALLOCATE|[7]|Bytes:46
03:14:04.0 (1798745)|METHOD_ENTRY|[36]|01pt0000000Tahz|SObjectBuilder.SObjectBuilder()
03:14:04.0 (1805587)|STATEMENT_EXECUTE|[36]
03:14:04.0 (1810246)|STATEMENT_EXECUTE|[36]
03:14:04.0 (1815216)|METHOD_EXIT|[36]|SObjectBuilder
03:14:04.0 (1916618)|HEAP_ALLOCATE|[7]|Bytes:24
03:14:04.0 (1926290)|HEAP_ALLOCATE|[7]|Bytes:4
03:14:04.0 (2000021)|CONSTRUCTOR_ENTRY|[7]|01pt0000000Tahz|<init>(Schema.SObjectType)
03:14:04.0 (2042465)|VARIABLE_SCOPE_BEGIN|[48]|this|SObjectBuilder|true|false
03:14:04.0 (2118905)|VARIABLE_ASSIGNMENT|[48]|this|{}|0x3b03a4d7
03:14:04.0 (2128745)|VARIABLE_SCOPE_BEGIN|[48]|sObjectType|Schema.SObjectType|true|false
03:14:04.0 (2329315)|VARIABLE_ASSIGNMENT|[48]|sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@10bcd911"|0x10bcd911
03:14:04.0 (2352326)|STATEMENT_EXECUTE|[36]
03:14:04.0 (2353967)|STATEMENT_EXECUTE|[37]
03:14:04.0 (2355041)|STATEMENT_EXECUTE|[38]
03:14:04.0 (2356206)|STATEMENT_EXECUTE|[39]
03:14:04.0 (2357041)|STATEMENT_EXECUTE|[41]
03:14:04.0 (2358006)|STATEMENT_EXECUTE|[42]
03:14:04.0 (2365752)|HEAP_ALLOCATE|[49]|Bytes:6
03:14:04.0 (2393258)|STATEMENT_EXECUTE|[48]
03:14:04.0 (2395298)|STATEMENT_EXECUTE|[49]
03:14:04.0 (2401477)|HEAP_ALLOCATE|[49]|Bytes:4
03:14:04.0 (2417637)|VARIABLE_ASSIGNMENT|[49]|this.recordCount|1|0x3b03a4d7
03:14:04.0 (2423631)|STATEMENT_EXECUTE|[50]
03:14:04.0 (2494666)|VARIABLE_ASSIGNMENT|[50]|this.sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@10bcd911"|0x3b03a4d7
03:14:04.0 (2504880)|STATEMENT_EXECUTE|[51]
03:14:04.0 (2512006)|HEAP_ALLOCATE|[51]|Bytes:4
03:14:04.0 (2578948)|VARIABLE_ASSIGNMENT|[51]|this.fieldToValue|{}|0x3b03a4d7
03:14:04.0 (2596404)|CONSTRUCTOR_EXIT|[7]|01pt0000000Tahz|<init>(Schema.SObjectType)
03:14:04.0 (2632530)|METHOD_ENTRY|[8]|01pt0000000Tahz|SObjectBuilder.create()
03:14:04.0 (2655823)|VARIABLE_SCOPE_BEGIN|[128]|this|SObjectBuilder|true|false
03:14:04.0 (2761546)|VARIABLE_ASSIGNMENT|[128]|this|{"fieldToValue":"0x165fa5b","recordCount":1,"sObjectType":"common.apex.runtime.impl.ApexSObjectTypeToken@10bcd911"}|0x3b03a4d7
03:14:04.0 (2787649)|STATEMENT_EXECUTE|[128]
03:14:04.0 (2789551)|STATEMENT_EXECUTE|[129]
03:14:04.0 (2804303)|METHOD_ENTRY|[129]|01pt0000000Tahz|SObjectBuilder.getState()
03:14:04.0 (2878387)|VARIABLE_SCOPE_BEGIN|[183]|this|SObjectBuilder|true|false
03:14:04.0 (2990482)|VARIABLE_ASSIGNMENT|[183]|this|{"fieldToValue":"0x165fa5b","recordCount":1,"sObjectType":"common.apex.runtime.impl.ApexSObjectTypeToken@10bcd911"}|0x3b03a4d7
03:14:04.0 (3020637)|STATEMENT_EXECUTE|[183]
03:14:04.0 (3023243)|STATEMENT_EXECUTE|[184]
03:14:04.0 (3028802)|HEAP_ALLOCATE|[184]|Bytes:5
03:14:04.0 (3050113)|METHOD_ENTRY|[8]|01pt0000000Tai1|SObjectFactoryState.SObjectFactoryState()
03:14:04.0 (3056794)|STATEMENT_EXECUTE|[8]
03:14:04.0 (3061489)|STATEMENT_EXECUTE|[8]
03:14:04.0 (3066534)|METHOD_EXIT|[8]|SObjectFactoryState
03:14:04.0 (3081510)|HEAP_ALLOCATE|[184]|Bytes:16
03:14:04.0 (3102653)|CONSTRUCTOR_ENTRY|[184]|01pt0000000Tai1|<init>(Integer,Schema.SObjectType,String)
03:14:04.0 (3126340)|VARIABLE_SCOPE_BEGIN|[28]|this|SObjectFactoryState|true|false
03:14:04.0 (3153130)|VARIABLE_ASSIGNMENT|[28]|this|{}|0x15235781
03:14:04.0 (3161257)|VARIABLE_SCOPE_BEGIN|[28]|count|Integer|false|false
03:14:04.0 (3169679)|VARIABLE_ASSIGNMENT|[28]|count|1
03:14:04.0 (3174836)|VARIABLE_SCOPE_BEGIN|[28]|sObjectType|Schema.SObjectType|true|false
03:14:04.0 (3229591)|VARIABLE_ASSIGNMENT|[28]|sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@10bcd911"|0x10bcd911
03:14:04.0 (3241249)|VARIABLE_SCOPE_BEGIN|[28]|template|String|false|false
03:14:04.0 (3249361)|VARIABLE_ASSIGNMENT|[28]|template|null
03:14:04.0 (3263890)|STATEMENT_EXECUTE|[8]
03:14:04.0 (3265474)|STATEMENT_EXECUTE|[12]
03:14:04.0 (3266675)|STATEMENT_EXECUTE|[16]
03:14:04.0 (3268209)|STATEMENT_EXECUTE|[20]
03:14:04.0 (3281657)|STATEMENT_EXECUTE|[28]
03:14:04.0 (3283220)|STATEMENT_EXECUTE|[29]
03:14:04.0 (3297279)|VARIABLE_ASSIGNMENT|[29]|this.count|1|0x15235781
03:14:04.0 (3305407)|STATEMENT_EXECUTE|[30]
03:14:04.0 (3360916)|VARIABLE_ASSIGNMENT|[30]|this.sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@10bcd911"|0x15235781
03:14:04.0 (3370698)|STATEMENT_EXECUTE|[31]
03:14:04.0 (3393199)|VARIABLE_ASSIGNMENT|[31]|this.template|null|0x15235781
03:14:04.0 (3409645)|CONSTRUCTOR_EXIT|[184]|01pt0000000Tai1|<init>(Integer,Schema.SObjectType,String)
03:14:04.0 (3421419)|METHOD_EXIT|[129]|01pt0000000Tahz|SObjectBuilder.getState()
03:14:04.0 (3496682)|VARIABLE_SCOPE_BEGIN|[30]|SObjectFactory.ADMIN_USER|User|true|true
03:14:04.0 (3510295)|VARIABLE_SCOPE_BEGIN|[23]|SObjectFactory.CREATE_ERROR|String|false|true
03:14:04.0 (3523065)|HEAP_ALLOCATE|[129]|Bytes:23
03:14:04.0 (3529820)|HEAP_ALLOCATE|[129]|Bytes:108
03:14:04.0 (3534205)|HEAP_ALLOCATE|[129]|Bytes:159
03:14:04.0 (3538977)|HEAP_ALLOCATE|[129]|Bytes:52
03:14:04.0 (3581779)|VARIABLE_ASSIGNMENT|[129]|SObjectFactory.CREATE_ERROR|"SObjectFactory Creat (32 more) ..."
03:14:04.0 (3602963)|METHOD_ENTRY|[21]|01pt0000000Tai0|SObjectFactory.SObjectFactory()
03:14:04.0 (3609424)|STATEMENT_EXECUTE|[21]
03:14:04.0 (3613454)|STATEMENT_EXECUTE|[21]
03:14:04.0 (3614674)|STATEMENT_EXECUTE|[24]
03:14:04.0 (3619567)|METHOD_EXIT|[21]|SObjectFactory
03:14:04.0 (3646253)|METHOD_ENTRY|[129]|01pt0000000Tai0|SObjectFactory.create(SObjectFactoryState, Map<Schema.SObjectField,ANY>)
03:14:04.0 (3656774)|VARIABLE_SCOPE_BEGIN|[123]|state|SObjectFactoryState|true|false
03:14:04.0 (3755465)|VARIABLE_ASSIGNMENT|[123]|state|{"count":1,"sObjectType":"common.apex.runtime.impl.ApexSObjectTypeToken@10bcd911"}|0x15235781
03:14:04.0 (3772419)|VARIABLE_SCOPE_BEGIN|[123]|fieldToValue|Map<Schema.SObjectField,ANY>|true|false
03:14:04.0 (3791790)|VARIABLE_ASSIGNMENT|[123]|fieldToValue|{}|0x165fa5b
03:14:04.0 (3823307)|STATEMENT_EXECUTE|[123]
03:14:04.0 (3826382)|STATEMENT_EXECUTE|[124]
03:14:04.0 (3849326)|METHOD_ENTRY|[124]|01pt0000000Tai0|SObjectFactory.build(SObjectFactoryState, Map<Schema.SObjectField,ANY>)
03:14:04.0 (3947040)|VARIABLE_SCOPE_BEGIN|[144]|state|SObjectFactoryState|true|false
03:14:04.0 (4050045)|VARIABLE_ASSIGNMENT|[144]|state|{"count":1,"sObjectType":"common.apex.runtime.impl.ApexSObjectTypeToken@10bcd911"}|0x15235781
03:14:04.0 (4062607)|VARIABLE_SCOPE_BEGIN|[144]|fieldToValue|Map<Schema.SObjectField,ANY>|true|false
03:14:04.0 (4075867)|VARIABLE_ASSIGNMENT|[144]|fieldToValue|{}|0x165fa5b
03:14:04.0 (4097570)|STATEMENT_EXECUTE|[144]
03:14:04.0 (4099342)|STATEMENT_EXECUTE|[145]
03:14:04.0 (4138426)|VARIABLE_SCOPE_BEGIN|[15]|RequiredFieldsCache.DEFAULT_DATE|Date|false|true
03:14:04.0 (4151004)|VARIABLE_SCOPE_BEGIN|[14]|RequiredFieldsCache.TEMPLATE_ERROR_MSG|String|false|true
03:14:04.0 (4192067)|VARIABLE_SCOPE_BEGIN|[56]|RequiredFieldsCache.objectTypeToFields|Map<Schema.SObjectType,Map<Schema.SObjectField,ANY>>|true|true
03:14:04.0 (4249025)|VARIABLE_SCOPE_BEGIN|[161]|RequiredFieldsCache.templateToFields|Map<Schema.SObjectType,Map<String,Map<Schema.SObjectField,ANY>>>|true|true
03:14:04.0 (4270904)|HEAP_ALLOCATE|[145]|Bytes:28
03:14:04.0 (4278198)|HEAP_ALLOCATE|[145]|Bytes:2
03:14:04.0 (4293178)|HEAP_ALLOCATE|[145]|Bytes:106
03:14:04.0 (4308926)|VARIABLE_ASSIGNMENT|[145]|RequiredFieldsCache.TEMPLATE_ERROR_MSG|"The template \"{0}\" f (86 more) ..."
03:14:04.0 (4329625)|METHOD_ENTRY|[12]|01pt0000000Tahy|RequiredFieldsCache.RequiredFieldsCache()
03:14:04.0 (4336553)|STATEMENT_EXECUTE|[12]
03:14:04.0 (4340247)|STATEMENT_EXECUTE|[12]
03:14:04.0 (4341477)|STATEMENT_EXECUTE|[13]
03:14:04.0 (4342505)|STATEMENT_EXECUTE|[15]
03:14:04.0 (4405789)|HEAP_ALLOCATE|[15]|Bytes:4
03:14:04.0 (4441920)|HEAP_ALLOCATE|[15]|Bytes:4
03:14:04.0 (4491028)|VARIABLE_ASSIGNMENT|[15]|RequiredFieldsCache.DEFAULT_DATE|"2017-09-14T00:00:00.000Z"
03:14:04.0 (4502372)|STATEMENT_EXECUTE|[56]
03:14:04.0 (4509279)|HEAP_ALLOCATE|[57]|Bytes:4
03:14:04.0 (4537558)|HEAP_ALLOCATE|[59]|Bytes:7
03:14:04.0 (4571583)|HEAP_ALLOCATE|[59]|Bytes:4
