34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
05:11:23.0 (626002)|USER_INFO|[EXTERNAL]|005r0000001MDcg|arjun.khatri@sfmta.com.shuttledev|Pacific Standard Time|GMT-07:00
05:11:23.0 (693198)|EXECUTION_STARTED
05:11:23.0 (699084)|CODE_UNIT_STARTED|[EXTERNAL]|01pr0000000AfNg|VehicleNotificationServiceTest.test_PublicGroupMailAddresses
05:11:23.0 (1281337)|HEAP_ALLOCATE|[72]|Bytes:3
05:11:23.0 (1337404)|HEAP_ALLOCATE|[77]|Bytes:152
05:11:23.0 (1360251)|HEAP_ALLOCATE|[342]|Bytes:408
05:11:23.0 (1382288)|HEAP_ALLOCATE|[355]|Bytes:408
05:11:23.0 (1402603)|HEAP_ALLOCATE|[467]|Bytes:48
05:11:23.0 (1439687)|HEAP_ALLOCATE|[139]|Bytes:6
05:11:23.0 (1460580)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:33
05:11:23.0 (1477694)|METHOD_ENTRY|[2]|01pr0000000AfNg|VehicleNotificationServiceTest.VehicleNotificationServiceTest()
05:11:23.0 (1484944)|STATEMENT_EXECUTE|[2]
05:11:23.0 (1491444)|STATEMENT_EXECUTE|[2]
05:11:23.0 (1497348)|METHOD_EXIT|[2]|VehicleNotificationServiceTest
05:11:23.0 (1542703)|HEAP_ALLOCATE|[50]|Bytes:5
05:11:23.0 (1575082)|HEAP_ALLOCATE|[56]|Bytes:5
05:11:23.0 (1586662)|HEAP_ALLOCATE|[64]|Bytes:7
05:11:23.0 (1636422)|STATEMENT_EXECUTE|[4]
05:11:23.0 (1638502)|STATEMENT_EXECUTE|[5]
05:11:23.0 (88210062)|HEAP_ALLOCATE|[5]|Bytes:46
05:11:23.0 (88280727)|METHOD_ENTRY|[36]|01pt0000000Tahz|SObjectBuilder.SObjectBuilder()
05:11:23.0 (88297244)|STATEMENT_EXECUTE|[36]
05:11:23.0 (88315253)|STATEMENT_EXECUTE|[36]
05:11:23.0 (88333479)|METHOD_EXIT|[36]|SObjectBuilder
05:11:23.0 (88449958)|HEAP_ALLOCATE|[5]|Bytes:24
05:11:23.0 (88465949)|HEAP_ALLOCATE|[5]|Bytes:4
05:11:23.0 (88561400)|CONSTRUCTOR_ENTRY|[5]|01pt0000000Tahz|<init>(Schema.SObjectType)
05:11:23.0 (88622845)|VARIABLE_SCOPE_BEGIN|[48]|this|SObjectBuilder|true|false
05:11:23.0 (88704611)|VARIABLE_ASSIGNMENT|[48]|this|{}|0x7e673189
05:11:23.0 (88718279)|VARIABLE_SCOPE_BEGIN|[48]|sObjectType|Schema.SObjectType|true|false
05:11:23.0 (88814748)|VARIABLE_ASSIGNMENT|[48]|sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@6390a09e"|0x6390a09e
05:11:23.0 (88847376)|STATEMENT_EXECUTE|[36]
05:11:23.0 (88850072)|STATEMENT_EXECUTE|[37]
05:11:23.0 (88852547)|STATEMENT_EXECUTE|[38]
05:11:23.0 (88854420)|STATEMENT_EXECUTE|[39]
05:11:23.0 (88856095)|STATEMENT_EXECUTE|[41]
05:11:23.0 (88857781)|STATEMENT_EXECUTE|[42]
05:11:23.0 (88869244)|HEAP_ALLOCATE|[49]|Bytes:6
05:11:23.0 (88912045)|STATEMENT_EXECUTE|[48]
05:11:23.0 (88914955)|STATEMENT_EXECUTE|[49]
05:11:23.0 (88923913)|HEAP_ALLOCATE|[49]|Bytes:4
05:11:23.0 (88942510)|VARIABLE_ASSIGNMENT|[49]|this.recordCount|1|0x7e673189
05:11:23.0 (88952312)|STATEMENT_EXECUTE|[50]
05:11:23.0 (89011448)|VARIABLE_ASSIGNMENT|[50]|this.sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@6390a09e"|0x7e673189
05:11:23.0 (89024641)|STATEMENT_EXECUTE|[51]
05:11:23.0 (89034039)|HEAP_ALLOCATE|[51]|Bytes:4
05:11:23.0 (89075472)|VARIABLE_ASSIGNMENT|[51]|this.fieldToValue|{}|0x7e673189
05:11:23.0 (89094940)|CONSTRUCTOR_EXIT|[5]|01pt0000000Tahz|<init>(Schema.SObjectType)
