34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
04:22:16.0 (333194)|USER_INFO|[EXTERNAL]|005r0000001MDcg|arjun.khatri@sfmta.com.shuttledev|Pacific Standard Time|GMT-07:00
04:22:16.0 (397131)|EXECUTION_STARTED
04:22:16.0 (401949)|CODE_UNIT_STARTED|[EXTERNAL]|01pr0000000AexO|VehicleSubmittedNotificationBatchTest.test_CreateBulkVehicles
04:22:16.0 (606867)|HEAP_ALLOCATE|[72]|Bytes:3
04:22:16.0 (644749)|HEAP_ALLOCATE|[77]|Bytes:152
04:22:16.0 (664036)|HEAP_ALLOCATE|[342]|Bytes:408
04:22:16.0 (687116)|HEAP_ALLOCATE|[355]|Bytes:408
04:22:16.0 (709026)|HEAP_ALLOCATE|[467]|Bytes:48
04:22:16.0 (740875)|HEAP_ALLOCATE|[139]|Bytes:6
04:22:16.0 (760533)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:107
04:22:16.0 (773351)|METHOD_ENTRY|[2]|01pr0000000AexO|VehicleSubmittedNotificationBatchTest.VehicleSubmittedNotificationBatchTest()
04:22:16.0 (780228)|STATEMENT_EXECUTE|[2]
04:22:16.0 (800978)|STATEMENT_EXECUTE|[2]
04:22:16.0 (806848)|METHOD_EXIT|[2]|VehicleSubmittedNotificationBatchTest
04:22:16.0 (848136)|HEAP_ALLOCATE|[50]|Bytes:5
04:22:16.0 (874227)|HEAP_ALLOCATE|[56]|Bytes:5
04:22:16.0 (884794)|HEAP_ALLOCATE|[64]|Bytes:7
04:22:16.0 (923175)|STATEMENT_EXECUTE|[5]
04:22:16.0 (925178)|STATEMENT_EXECUTE|[7]
04:22:16.0 (958794)|HEAP_ALLOCATE|[7]|Bytes:46
04:22:16.0 (980858)|METHOD_ENTRY|[36]|01pt0000000Tahz|SObjectBuilder.SObjectBuilder()
04:22:16.0 (986348)|STATEMENT_EXECUTE|[36]
04:22:16.0 (990436)|STATEMENT_EXECUTE|[36]
04:22:16.0 (994314)|METHOD_EXIT|[36]|SObjectBuilder
04:22:16.0 (1047193)|HEAP_ALLOCATE|[7]|Bytes:24
04:22:16.0 (1056877)|HEAP_ALLOCATE|[7]|Bytes:4
04:22:16.0 (1103414)|CONSTRUCTOR_ENTRY|[7]|01pt0000000Tahz|<init>(Schema.SObjectType)
04:22:16.0 (1136427)|VARIABLE_SCOPE_BEGIN|[48]|this|SObjectBuilder|true|false
04:22:16.0 (1204202)|VARIABLE_ASSIGNMENT|[48]|this|{}|0x72b97da5
04:22:16.0 (1212753)|VARIABLE_SCOPE_BEGIN|[48]|sObjectType|Schema.SObjectType|true|false
04:22:16.0 (1341380)|VARIABLE_ASSIGNMENT|[48]|sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@1e9e8919"|0x1e9e8919
04:22:16.0 (1362818)|STATEMENT_EXECUTE|[36]
04:22:16.0 (1364452)|STATEMENT_EXECUTE|[37]
04:22:16.0 (1365696)|STATEMENT_EXECUTE|[38]
04:22:16.0 (1366618)|STATEMENT_EXECUTE|[39]
04:22:16.0 (1367478)|STATEMENT_EXECUTE|[41]
04:22:16.0 (1368506)|STATEMENT_EXECUTE|[42]
04:22:16.0 (1375881)|HEAP_ALLOCATE|[49]|Bytes:6
04:22:16.0 (1401532)|STATEMENT_EXECUTE|[48]
04:22:16.0 (1403354)|STATEMENT_EXECUTE|[49]
04:22:16.0 (1408184)|HEAP_ALLOCATE|[49]|Bytes:4
04:22:16.0 (1423873)|VARIABLE_ASSIGNMENT|[49]|this.recordCount|1|0x72b97da5
04:22:16.0 (1442444)|STATEMENT_EXECUTE|[50]
04:22:16.0 (1512822)|VARIABLE_ASSIGNMENT|[50]|this.sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@1e9e8919"|0x72b97da5
04:22:16.0 (1523002)|STATEMENT_EXECUTE|[51]
04:22:16.0 (1529789)|HEAP_ALLOCATE|[51]|Bytes:4
04:22:16.0 (1559222)|VARIABLE_ASSIGNMENT|[51]|this.fieldToValue|{}|0x72b97da5
04:22:16.0 (1572843)|CONSTRUCTOR_EXIT|[7]|01pt0000000Tahz|<init>(Schema.SObjectType)
04:22:16.0 (1603159)|METHOD_ENTRY|[8]|01pt0000000Tahz|SObjectBuilder.create()
04:22:16.0 (1624500)|VARIABLE_SCOPE_BEGIN|[128]|this|SObjectBuilder|true|false
04:22:16.0 (1732847)|VARIABLE_ASSIGNMENT|[128]|this|{"fieldToValue":"0x44643fc6","recordCount":1,"sObjectType":"common.apex.runtime.impl.ApexSObjectTypeToken@1e9e8919"}|0x72b97da5
04:22:16.0 (1758376)|STATEMENT_EXECUTE|[128]
04:22:16.0 (1760188)|STATEMENT_EXECUTE|[129]
04:22:16.0 (1773365)|METHOD_ENTRY|[129]|01pt0000000Tahz|SObjectBuilder.getState()
04:22:16.0 (1835244)|VARIABLE_SCOPE_BEGIN|[183]|this|SObjectBuilder|true|false
04:22:16.0 (1928959)|VARIABLE_ASSIGNMENT|[183]|this|{"fieldToValue":"0x44643fc6","recordCount":1,"sObjectType":"common.apex.runtime.impl.ApexSObjectTypeToken@1e9e8919"}|0x72b97da5
04:22:16.0 (1952945)|STATEMENT_EXECUTE|[183]
04:22:16.0 (1954756)|STATEMENT_EXECUTE|[184]
04:22:16.0 (1959987)|HEAP_ALLOCATE|[184]|Bytes:5
04:22:16.0 (1978039)|METHOD_ENTRY|[8]|01pt0000000Tai1|SObjectFactoryState.SObjectFactoryState()
04:22:16.0 (1983527)|STATEMENT_EXECUTE|[8]
04:22:16.0 (1986597)|STATEMENT_EXECUTE|[8]
04:22:16.0 (1990863)|METHOD_EXIT|[8]|SObjectFactoryState
04:22:16.0 (2006342)|HEAP_ALLOCATE|[184]|Bytes:16
04:22:16.0 (2027204)|CONSTRUCTOR_ENTRY|[184]|01pt0000000Tai1|<init>(Integer,Schema.SObjectType,String)
04:22:16.0 (2050847)|VARIABLE_SCOPE_BEGIN|[28]|this|SObjectFactoryState|true|false
04:22:16.0 (2076363)|VARIABLE_ASSIGNMENT|[28]|this|{}|0x206cadce
04:22:16.0 (2084007)|VARIABLE_SCOPE_BEGIN|[28]|count|Integer|false|false
04:22:16.0 (2091787)|VARIABLE_ASSIGNMENT|[28]|count|1
04:22:16.0 (2096270)|VARIABLE_SCOPE_BEGIN|[28]|sObjectType|Schema.SObjectType|true|false
04:22:16.0 (2150436)|VARIABLE_ASSIGNMENT|[28]|sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@1e9e8919"|0x1e9e8919
04:22:16.0 (2161200)|VARIABLE_SCOPE_BEGIN|[28]|template|String|false|false
04:22:16.0 (2169198)|VARIABLE_ASSIGNMENT|[28]|template|null
04:22:16.0 (2183809)|STATEMENT_EXECUTE|[8]
04:22:16.0 (2185231)|STATEMENT_EXECUTE|[12]
04:22:16.0 (2186473)|STATEMENT_EXECUTE|[16]
04:22:16.0 (2187364)|STATEMENT_EXECUTE|[20]
04:22:16.0 (2200523)|STATEMENT_EXECUTE|[28]
04:22:16.0 (2201997)|STATEMENT_EXECUTE|[29]
04:22:16.0 (2213947)|VARIABLE_ASSIGNMENT|[29]|this.count|1|0x206cadce
04:22:16.0 (2221047)|STATEMENT_EXECUTE|[30]
04:22:16.0 (2274627)|VARIABLE_ASSIGNMENT|[30]|this.sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@1e9e8919"|0x206cadce
04:22:16.0 (2284772)|STATEMENT_EXECUTE|[31]
04:22:16.0 (2299519)|VARIABLE_ASSIGNMENT|[31]|this.template|null|0x206cadce
04:22:16.0 (2313843)|CONSTRUCTOR_EXIT|[184]|01pt0000000Tai1|<init>(Integer,Schema.SObjectType,String)
04:22:16.0 (2323192)|METHOD_EXIT|[129]|01pt0000000Tahz|SObjectBuilder.getState()
04:22:16.0 (2391446)|VARIABLE_SCOPE_BEGIN|[30]|SObjectFactory.ADMIN_USER|User|true|true
04:22:16.0 (2404910)|VARIABLE_SCOPE_BEGIN|[23]|SObjectFactory.CREATE_ERROR|String|false|true
04:22:16.0 (2418132)|HEAP_ALLOCATE|[129]|Bytes:23
04:22:16.0 (2424906)|HEAP_ALLOCATE|[129]|Bytes:108
04:22:16.0 (2434331)|HEAP_ALLOCATE|[129]|Bytes:159
04:22:16.0 (2439195)|HEAP_ALLOCATE|[129]|Bytes:52
04:22:16.0 (2452752)|VARIABLE_ASSIGNMENT|[129]|SObjectFactory.CREATE_ERROR|"SObjectFactory Creat (32 more) ..."
