34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
05:02:56.0 (838919)|USER_INFO|[EXTERNAL]|005r0000001MDcg|arjun.khatri@sfmta.com.shuttledev|Pacific Standard Time|GMT-07:00
05:02:56.0 (1035128)|EXECUTION_STARTED
05:02:56.0 (1042667)|CODE_UNIT_STARTED|[EXTERNAL]|01pr0000000AfNg|VehicleNotificationServiceTest.test_PublicGroupMailAddresses
05:02:56.0 (2142197)|HEAP_ALLOCATE|[72]|Bytes:3
05:02:56.0 (2229359)|HEAP_ALLOCATE|[77]|Bytes:152
05:02:56.0 (2259549)|HEAP_ALLOCATE|[342]|Bytes:408
05:02:56.0 (2286777)|HEAP_ALLOCATE|[355]|Bytes:408
05:02:56.0 (2309223)|HEAP_ALLOCATE|[467]|Bytes:48
05:02:56.0 (2379902)|HEAP_ALLOCATE|[139]|Bytes:6
05:02:56.0 (2407308)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:30
05:02:56.0 (2463889)|METHOD_ENTRY|[2]|01pr0000000AfNg|VehicleNotificationServiceTest.VehicleNotificationServiceTest()
05:02:56.0 (2473284)|STATEMENT_EXECUTE|[2]
05:02:56.0 (2479769)|STATEMENT_EXECUTE|[2]
05:02:56.0 (2505024)|METHOD_EXIT|[2]|VehicleNotificationServiceTest
05:02:56.0 (2572231)|HEAP_ALLOCATE|[50]|Bytes:5
05:02:56.0 (2618013)|HEAP_ALLOCATE|[56]|Bytes:5
05:02:56.0 (2650385)|HEAP_ALLOCATE|[64]|Bytes:7
05:02:56.0 (2718488)|STATEMENT_EXECUTE|[4]
05:02:56.0 (2721263)|STATEMENT_EXECUTE|[5]
05:02:56.0 (109854778)|HEAP_ALLOCATE|[5]|Bytes:46
05:02:56.0 (109916329)|METHOD_ENTRY|[36]|01pt0000000Tahz|SObjectBuilder.SObjectBuilder()
05:02:56.0 (109930088)|STATEMENT_EXECUTE|[36]
05:02:56.0 (109943488)|STATEMENT_EXECUTE|[36]
05:02:56.0 (109958667)|METHOD_EXIT|[36]|SObjectBuilder
05:02:56.0 (110081607)|HEAP_ALLOCATE|[5]|Bytes:24
05:02:56.0 (110098632)|HEAP_ALLOCATE|[5]|Bytes:4
05:02:56.0 (110243319)|CONSTRUCTOR_ENTRY|[5]|01pt0000000Tahz|<init>(Schema.SObjectType)
05:02:56.0 (110339913)|VARIABLE_SCOPE_BEGIN|[48]|this|SObjectBuilder|true|false
05:02:56.0 (110606806)|VARIABLE_ASSIGNMENT|[48]|this|{}|0x6d9c39c
05:02:56.0 (110622652)|VARIABLE_SCOPE_BEGIN|[48]|sObjectType|Schema.SObjectType|true|false
