34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
03:32:10.0 (88510)|USER_INFO|[EXTERNAL]|005r0000001MDcg|arjun.khatri@sfmta.com.shuttledev|Pacific Standard Time|GMT-07:00
03:32:10.0 (159949)|EXECUTION_STARTED
03:32:10.0 (165427)|CODE_UNIT_STARTED|[EXTERNAL]|01pr0000000AexO|VehicleSubmittedNotificationBatchTest.test_CreateBulkVehicles
03:32:10.0 (410543)|HEAP_ALLOCATE|[72]|Bytes:3
03:32:10.0 (464117)|HEAP_ALLOCATE|[77]|Bytes:152
03:32:10.0 (483672)|HEAP_ALLOCATE|[342]|Bytes:408
03:32:10.0 (505457)|HEAP_ALLOCATE|[355]|Bytes:408
03:32:10.0 (526081)|HEAP_ALLOCATE|[467]|Bytes:48
03:32:10.0 (566504)|HEAP_ALLOCATE|[139]|Bytes:6
03:32:10.0 (588536)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:101
03:32:10.0 (602495)|METHOD_ENTRY|[2]|01pr0000000AexO|VehicleSubmittedNotificationBatchTest.VehicleSubmittedNotificationBatchTest()
03:32:10.0 (609798)|STATEMENT_EXECUTE|[2]
03:32:10.0 (616352)|STATEMENT_EXECUTE|[2]
03:32:10.0 (621203)|METHOD_EXIT|[2]|VehicleSubmittedNotificationBatchTest
03:32:10.0 (666655)|HEAP_ALLOCATE|[50]|Bytes:5
03:32:10.0 (698677)|HEAP_ALLOCATE|[56]|Bytes:5
03:32:10.0 (711005)|HEAP_ALLOCATE|[64]|Bytes:7
03:32:10.0 (795031)|STATEMENT_EXECUTE|[5]
03:32:10.0 (797435)|STATEMENT_EXECUTE|[7]
03:32:10.0 (824317)|HEAP_ALLOCATE|[7]|Bytes:46
03:32:10.0 (845696)|METHOD_ENTRY|[36]|01pt0000000Tahz|SObjectBuilder.SObjectBuilder()
03:32:10.0 (851526)|STATEMENT_EXECUTE|[36]
03:32:10.0 (854884)|STATEMENT_EXECUTE|[36]
03:32:10.0 (858972)|METHOD_EXIT|[36]|SObjectBuilder
03:32:10.0 (926923)|HEAP_ALLOCATE|[7]|Bytes:24
03:32:10.0 (936869)|HEAP_ALLOCATE|[7]|Bytes:4
03:32:10.0 (995074)|CONSTRUCTOR_ENTRY|[7]|01pt0000000Tahz|<init>(Schema.SObjectType)
03:32:10.0 (1033030)|VARIABLE_SCOPE_BEGIN|[48]|this|SObjectBuilder|true|false
03:32:10.0 (1100972)|VARIABLE_ASSIGNMENT|[48]|this|{}|0x7493ebc8
03:32:10.0 (1111738)|VARIABLE_SCOPE_BEGIN|[48]|sObjectType|Schema.SObjectType|true|false
03:32:10.0 (1306546)|VARIABLE_ASSIGNMENT|[48]|sObjectType|"common.apex.runtime.impl.ApexSObjectTypeToken@f62ec9b"|0xf62ec9b
